Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Xandin Careca,2021-04-01 01:38:52,00:43:09,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Um dia com papai (Episódio 12)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
Xandin Careca,2021-04-01 01:22:02,00:16:26,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Segredos e empréstimos (Episódio 11)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:49,00:42:49,BR (Brazil)
Xandin Careca,2021-04-01 00:37:53,00:16:31,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Segredos e empréstimos (Episódio 11)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:26:26,Not latest view,BR (Brazil)
Xandin Careca,2021-04-01 00:36:35,00:00:09,Autoplayed: user action: None; ,WHOKILLEDSARA_S1_CLIP_MAINCHARACTER,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,BR (Brazil)
Xandin Careca,2021-03-30 22:12:51,00:00:07,Autoplayed: user action: None; ,Gilmore Girls: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Xandin Careca,2021-03-30 22:03:36,00:09:07,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Segredos e empréstimos (Episódio 11)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:09:56,Not latest view,BR (Brazil)
Xandin Careca,2021-03-30 20:59:22,00:43:01,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: O jantar Bracebridge (Episódio 10)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:51,00:43:51,BR (Brazil)
Xandin Careca,2021-03-30 20:01:59,00:43:52,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Romeu em fuga (Episódio 9)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
Xandin Careca,2021-03-30 19:18:06,00:43:52,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Incertezas (Episódio 8)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
Xandin Careca,2021-03-30 18:35:05,00:42:59,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Filho de peixe (Episódio 7)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:50,00:43:50,BR (Brazil)
Xandin Careca,2021-03-30 17:55:04,00:39:57,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Apresentando Lorelai Gilmore (Episódio 6)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:51,00:43:51,BR (Brazil)
Xandin Careca,2021-03-30 16:48:42,00:03:05,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Apresentando Lorelai Gilmore (Episódio 6)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:03:56,Not latest view,BR (Brazil)
Xandin Careca,2021-03-30 16:04:47,00:43:50,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Novidades (Episódio 5)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:50,00:43:50,BR (Brazil)
Xandin Careca,2021-03-29 17:15:40,00:00:07,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Novidades (Episódio 5)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Xandin Careca,2021-03-29 16:30:36,00:42:42,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Viagem para Harvard (Episódio 4)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:42,00:42:42,BR (Brazil)
Xandin Careca,2021-03-29 16:09:53,00:20:39,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Sinal vermelho (Episódio 3)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:51,00:42:51,BR (Brazil)
Xandin Careca,2021-03-29 15:10:13,00:21:21,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Sinal vermelho (Episódio 3)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:22:13,Not latest view,BR (Brazil)
Xandin Careca,2021-03-29 02:58:17,00:00:13,Autoplayed: user action: None; ,M-8: Quando a morte socorre a vida_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:13,Not latest view,BR (Brazil)
Xandin Careca,2021-03-29 02:02:45,00:49:00,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: Por trás de seus olhos (Episódio 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:49:07,00:49:07,BR (Brazil)
Xandin Careca,2021-03-29 01:05:34,00:44:29,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: A segunda porta (Episódio 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:44:34,00:44:34,BR (Brazil)
Xandin Careca,2021-03-29 00:42:58,00:22:32,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: Rob (Episódio 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:51:13,00:51:13,BR (Brazil)
Xandin Careca,2021-03-29 00:13:12,00:28:48,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: Rob (Episódio 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:28:48,Not latest view,BR (Brazil)
Xandin Careca,2021-03-29 00:06:45,00:01:56,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:56,00:01:56,BR (Brazil)
Xandin Careca,2021-03-29 00:05:15,00:00:01,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Sinal vermelho (Episódio 3)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:01,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 23:13:00,00:42:57,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Martelo e grinalda (Episódio 2)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:43,00:43:43,BR (Brazil)
Xandin Careca,2021-03-28 23:05:01,00:07:56,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Compromisso (Episódio 1)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:40:59,00:40:59,BR (Brazil)
Xandin Careca,2021-03-28 23:03:49,00:00:05,Autoplayed: user action: None; ,Gilmore Girls: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 17:14:18,00:32:39,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 2: Compromisso (Episódio 1)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:33:05,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 16:25:12,00:42:27,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Amor, margaridas e trovadores (Episódio 21)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:17,00:43:17,BR (Brazil)
Xandin Careca,2021-03-28 16:00:20,00:24:48,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: P.S. Eu te a... (Episódio 20)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:18,00:43:18,BR (Brazil)
Xandin Careca,2021-03-28 01:03:03,00:00:13,Autoplayed: user action: None; ,Trailer: Unbreakable Kimmy Schmidt: Kimmy x Reverendo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:13,00:00:13,BR (Brazil)
Xandin Careca,2021-03-28 01:02:22,00:00:08,Autoplayed: user action: None; ,Community: Season 1_hook_05_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Xandin Careca,2021-03-28 01:01:28,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe): A Guerra dos Samurais,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Xandin Careca,2021-03-28 00:59:29,00:00:41,Autoplayed: user action: None; ,Temporada 1 (Clipe): A Guerra dos Samurais,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:41,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 00:57:30,00:01:19,Autoplayed: user action: None; ,"Socorro, Virei uma Garota!_hook_primary_16x9",HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:19,00:01:19,BR (Brazil)
Xandin Careca,2021-03-28 00:56:19,00:00:56,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): O Reino Perdido dos Piratas,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:56,00:00:56,BR (Brazil)
Xandin Careca,2021-03-28 00:55:30,00:00:27,Autoplayed: user action: None; ,How to Get Away with Murder: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:27,00:00:27,BR (Brazil)
Xandin Careca,2021-03-28 00:55:01,00:00:11,Autoplayed: user action: None; ,Shtisel: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 00:53:22,00:01:29,Autoplayed: user action: None; ,Trailer: Professor Polvo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:29,00:01:29,BR (Brazil)
Xandin Careca,2021-03-28 00:52:21,00:00:51,Autoplayed: user action: None; ,Temporada 1 (Teaser): Sky Rojo,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:51,00:00:51,BR (Brazil)
Xandin Careca,2021-03-28 00:51:38,00:00:37,Autoplayed: user action: None; ,WHOKILLEDSARA_S1_CLIP_MAINCHARACTER,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:37,Not latest view,BR (Brazil)
Xandin Careca,2021-03-28 00:49:57,00:01:30,Autoplayed: user action: None; ,Trailer: Cabras da Peste,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:30,00:01:30,BR (Brazil)
Xandin Careca,2021-03-28 00:49:04,00:00:46,Autoplayed: user action: None; ,Temporada 1 (Teaser): The One,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:46,00:00:46,BR (Brazil)
Xandin Careca,2021-03-28 00:48:48,00:00:07,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Xandin Careca,2021-03-27 23:50:05,00:48:16,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: A primeira porta (Episódio 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:21,00:48:21,BR (Brazil)
Xandin Careca,2021-03-27 23:01:11,00:47:53,Autoplayed: user action: Unspecified; ,Por Trás de Seus Olhos: Minissérie: Escolhendo os sonhos (Episódio 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:00,00:48:00,BR (Brazil)
Xandin Careca,2021-03-27 22:05:29,00:50:01,,Por Trás de Seus Olhos: Minissérie: Encontros ao acaso (Episódio 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:38,00:48:38,BR (Brazil)
Xandin Careca,2021-03-27 22:03:19,00:01:56,,Trailer: Por Trás de Seus Olhos,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:56,00:01:56,BR (Brazil)
Xandin Careca,2021-03-27 22:01:02,00:02:00,,Temporada 1 (Trailer): Os Irregulares de Baker Street,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:00,Not latest view,BR (Brazil)
Xandin Careca,2021-03-27 21:59:51,00:00:55,,Temporada 1 (Teaser): Os Irregulares de Baker Street,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:55,00:00:55,BR (Brazil)
Xandin Careca,2021-03-27 21:58:40,00:01:05,Autoplayed: user action: None; ,The Irregulars: Hook 3 Kids In The Library,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:05,00:01:05,BR (Brazil)
Xandin Careca,2021-03-27 21:57:55,00:00:14,Autoplayed: user action: None; ,Os Irregulares de Baker Street: Temporada 1: Capítulo um: Um probleminha em Londres (Episódio 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,Not latest view,BR (Brazil)
Xandin Careca,2021-03-26 22:38:05,00:17:56,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: P.S. Eu te a... (Episódio 20)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:18:35,Not latest view,BR (Brazil)
Xandin Careca,2021-03-26 21:42:05,00:41:21,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Emily no País das Maravilhas (Episódio 19)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:42,00:41:42,BR (Brazil)
Xandin Careca,2021-03-26 20:53:47,00:42:58,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Lorelai III (Episódio 18)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:47,00:43:47,BR (Brazil)
Xandin Careca,2021-03-26 20:06:34,00:43:08,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Agora acabou (Episódio 17)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:51,00:43:51,BR (Brazil)
Xandin Careca,2021-03-26 19:23:36,00:41:11,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Encontros e desencontro (Episódio 16)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:50,00:43:50,BR (Brazil)
Xandin Careca,2021-03-26 19:22:26,00:00:55,Autoplayed: user action: None; ,Temporada 1 (Teaser): Os Irregulares de Baker Street,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:55,Not latest view,BR (Brazil)
Xandin Careca,2021-03-26 19:22:02,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Clipe): Quem Casa Quer Casa,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Xandin Careca,2021-03-25 16:52:44,00:02:01,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Encontros e desencontro (Episódio 16)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:01,Not latest view,BR (Brazil)
Xandin Careca,2021-03-25 16:11:07,00:41:35,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O retorno de Christopher (Episódio 15)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:26,00:42:26,BR (Brazil)
Xandin Careca,2021-03-25 15:54:39,00:16:19,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Na vida real (Episódio 14)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
Xandin Careca,2021-03-25 14:05:00,00:27:49,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Na vida real (Episódio 14)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:28:37,Not latest view,BR (Brazil)
Xandin Careca,2021-03-25 13:26:33,00:38:25,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Um show problemático (Episódio 13)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:11,00:39:11,BR (Brazil)
Xandin Careca,2021-03-25 13:21:53,00:04:36,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Encontro duplo (Episódio 12)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:25,00:41:25,BR (Brazil)
Xandin Careca,2021-03-24 18:14:01,00:36:08,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Encontro duplo (Episódio 12)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:36:52,Not latest view,BR (Brazil)
Xandin Careca,2021-03-24 17:24:45,00:43:42,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Divórcios e beijos (Episódio 11)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:42,00:43:42,BR (Brazil)
Xandin Careca,2021-03-24 16:27:45,00:46:41,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Perdão e outras mazelas (Episódio 10)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:46,00:41:46,BR (Brazil)
Xandin Careca,2021-03-24 16:03:13,00:01:19,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Perdão e outras mazelas (Episódio 10)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:20,Not latest view,BR (Brazil)
Xandin Careca,2021-03-24 15:20:51,00:41:19,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O baile (Episódio 9)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:50,00:43:50,BR (Brazil)
Xandin Careca,2021-03-24 14:58:48,00:02:37,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O baile (Episódio 9)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:37,Not latest view,BR (Brazil)
Xandin Careca,2021-03-24 14:07:30,00:43:24,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Amor e neve (Episódio 8)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:54,00:43:54,BR (Brazil)
Xandin Careca,2021-03-24 13:19:43,00:43:50,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O primeiro beijo (Episódio 7)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:50,00:43:50,BR (Brazil)
Xandin Careca,2021-03-24 12:36:38,00:43:03,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Feliz aniversário, Rory! (Episódio 6)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
Xandin Careca,2021-03-24 11:56:04,00:40:32,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O Funeral de Canela (Episódio 5)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:22,00:41:22,BR (Brazil)
Xandin Careca,2021-03-24 10:56:43,00:42:19,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Em busca da perfeição (Episódio 4)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:09,00:43:09,BR (Brazil)
Xandin Careca,2021-03-24 10:55:09,00:00:06,Autoplayed: user action: None; ,Trailer: Eu não estou de volta!,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Xandin Careca,2021-03-22 18:11:29,00:01:43,Autoplayed: user action: None; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Em busca da perfeição (Episódio 4)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:43,Not latest view,BR (Brazil)
Xandin Careca,2021-03-22 17:27:18,00:41:29,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Ciúme em família (Episódio 3)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:20,00:42:20,BR (Brazil)
Xandin Careca,2021-03-22 16:45:29,00:41:47,,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: O primeiro dia de Lorelai em Chilton (Episódio 2)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:35,00:42:35,BR (Brazil)
Xandin Careca,2021-03-22 16:02:52,00:40:48,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Piloto (Episódio 1)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:27,00:43:27,BR (Brazil)
Xandin Careca,2021-03-22 16:01:53,00:00:25,Autoplayed: user action: None; ,Gilmore Girls: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:25,Not latest view,BR (Brazil)
Xandin Careca,2021-03-22 16:01:36,00:00:11,Autoplayed: user action: None; ,On My Block: Season 1_hook_06_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Xandin Careca,2021-03-22 16:00:15,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Grand Army,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Xandin Careca,2021-03-22 15:58:53,00:00:55,Autoplayed: user action: Unspecified; ,Outer Banks: Temporada 1: Piloto (Episódio 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:55,00:00:55,BR (Brazil)
Xandin Careca,2021-03-22 15:58:36,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Clipe 4): Outer Banks,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Xandin Careca,2021-03-22 15:58:27,00:00:05,Autoplayed: user action: None; ,Chamas do Destino: Temporada 1 (Trailer),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Xandin Careca,2021-03-22 15:57:51,00:00:07,Autoplayed: user action: None; ,Dawson's Creek: Season 1_hook_02_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Xandin Careca,2021-03-22 12:12:34,00:00:18,Autoplayed: user action: None; ,Temporada 1 (Trailer 2): Sky Rojo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:18,00:00:18,BR (Brazil)
Xandin Careca,2021-03-22 11:19:54,00:52:17,Autoplayed: user action: Unspecified; ,Ginny e Georgia: Temporada 1: A pior traição desde Jordyn e Kylie (Episódio 10),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:52:17,00:52:17,BR (Brazil)
Xandin Careca,2021-03-20 20:44:03,00:00:08,Autoplayed: user action: None; ,Outlander: Season 2_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Xandin Careca,2021-03-20 19:44:07,00:53:59,Autoplayed: user action: Unspecified; ,Ginny e Georgia: Temporada 1: Sentimentos são difíceis (Episódio 9),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:54:04,00:54:04,BR (Brazil)
Xandin Careca,2021-03-20 18:47:35,00:53:08,Autoplayed: user action: Unspecified; ,"Ginny e Georgia: Temporada 1: Marca uma, marca outra (Episódio 8)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:13,00:53:13,BR (Brazil)
Xandin Careca,2021-03-20 17:42:54,00:53:01,,"Ginny e Georgia: Temporada 1: Feliz 16 anos, otária (Episódio 7)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:06,00:53:06,BR (Brazil)
Xandin Careca,2021-03-20 16:44:20,00:52:12,,Ginny e Georgia: Temporada 1: Gatilho (Episódio 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:52:12,00:52:12,BR (Brazil)
Xandin Careca,2021-03-20 16:44:06,00:00:05,Autoplayed: user action: None; ,GINNYANDGEORGIA_S1_CLIP_MAINCHARACTER,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Xandin Careca,2021-03-20 16:43:35,00:00:22,Autoplayed: user action: None; ,Deadly Illusions_hook_03_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:22,00:00:22,BR (Brazil)
Xandin Careca,2021-03-20 16:42:13,00:01:18,Autoplayed: user action: None; ,Trailer: Cabras da Peste,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:18,Not latest view,BR (Brazil)
Xandin Careca,2021-03-20 16:39:57,00:02:05,Autoplayed: user action: None; ,Trailer: DIA DO SIM,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:05,Not latest view,BR (Brazil)
Xandin Careca,2021-03-18 00:00:19,00:12:37,Autoplayed: user action: Unspecified; ,"Ginny e Georgia: Temporada 1: Boo, vadia (Episódio 5)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:51:36,00:51:36,BR (Brazil)
Xandin Careca,2021-03-15 19:45:45,00:38:54,Autoplayed: user action: None; ,"Ginny e Georgia: Temporada 1: Boo, vadia (Episódio 5)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:59,Not latest view,BR (Brazil)
Xandin Careca,2021-03-15 18:50:18,00:49:07,Autoplayed: user action: Unspecified; ,"Ginny e Georgia: Temporada 1: Lydia Bennet, a feminista oculta (Episódio 4)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:49,00:48:49,BR (Brazil)
Xandin Careca,2021-03-15 18:01:20,00:48:48,Autoplayed: user action: Unspecified; ,Ginny e Georgia: Temporada 1: Tipo podres de ricos (Episódio 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:47:57,00:47:57,BR (Brazil)
Xandin Careca,2021-03-15 17:13:23,00:47:55,Autoplayed: user action: None; ,"Ginny e Georgia: Temporada 1: É um rosto, não uma máscara (Episódio 2)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:00,00:48:00,BR (Brazil)
Xandin Careca,2021-03-15 16:17:35,00:55:45,,Ginny e Georgia: Temporada 1: Piloto (Episódio 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:55:45,00:55:45,BR (Brazil)
Xandin Careca,2021-03-15 16:17:12,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Teaser): The One,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,BR (Brazil)
Xandin Careca,2021-03-14 00:00:25,00:01:58,Autoplayed: user action: None; ,Trailer: Relatos do Mundo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:58,00:01:58,BR (Brazil)
Xandin Careca,2021-03-13 23:59:16,00:00:06,Autoplayed: user action: None; ,O Assassino de Valhalla (Trailer),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Xandin Careca,2021-03-13 23:58:00,00:01:05,Autoplayed: user action: None; ,Temporada 1 (Trailer): The One,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:05,00:01:05,BR (Brazil)
